ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_HIGHER,BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,total_ev_count,OCC_HOUSING_UNITS,OWNER_OCC,RENTER_OCC,AVG_HHSZ_OWNER,AVG_HHSZ_RENTER,NO_VEHICLES,ONE_VEHICLE,TWO_VEHICLES,THREE_OM_VEHICLES,TOTAL_POPULTN,TP_MALE,TP_FEMALE,TP_SEX_RATIO,TP_5Y_UND,TP_5Y_9Y,TP_10Y_14Y,TP_15Y_19Y,TP_20Y_24Y,TP_25Y_34Y,TP_35Y_44Y,TP_45Y_54Y,TP_55Y_59Y,TP_60Y_64Y,TP_65Y_74Y,TP_75Y_84Y,TP_84Y_OVR,TP_MED_AGE,TP_18Y_UND,TP_16Y_OVR,TP_18Y_OVR,TP_21Y_OVR,TP_62Y_OVR,TP_65Y_OVR,TP_18YM_OVR,TP_18YF_OVR,TP_18Y_OVR_SXRATIO,TP_65Y_OVR_[0],TP_65YM_OVR,TP_65YF_OVR,TP_65Y_OVR_SXRATIO,RACE_TOT_1RACE,RACE_TOT_2+RACE,RACE_1WHITE_TOTAL,RACE_1BLACK_TOTAL,RACE_1AI_AN_TOTAL,RACE_1AI_AN_Cherokee,RACE_1AI_AN_Chippewa,RACE_1AI_AN_Navajo,RACE_1AI_AN_Sioux,RACE_1ASIAN_TOTAL,RACE_1ASIAN_AsianIndian,RACE_1ASIAN_Chinese,RACE_1ASIAN_Filipino,RACE_1ASIAN_Japanese,RACE_1ASIAN_Korean,RACE_1ASIAN_Vietnamese,RACE_1ASIAN_OtherAsian,RACE_1NHPI_TOTAL,RACE_1NHPI_Chamorro,RACE_1NHPI_NativeHawaiian,RACE_1NHPI_Samoan,RACE_1NHPI_Other,RACE_1OTHER_TOTAL,RACE_2+_WHITE-BLACK,RACE_2+_WHITE-AI_AN,RACE_2+_WHITE-ASIAN,RACE_2+_WHITE-OTHER,RACE_2+_BLACK-AI_AN,RACE_2+_BLACK-OTHER,ETHN_HISP-LAT_TOTAL,ETHN_HISP-LAT_Mexican,ETHN_HISP-LAT_PuertoRican,ETHN_HISP-LAT_Cuban,ETHN_HISP-LAT_Other,ETHN_NOT-HISP-LAT_TOTAL,ETHN_NOT-HISP-LAT_White,ETHN_NOT-HISP-LAT_Black,ETHN_NOT-HISP-LAT_AI_AN,ETHN_NOT-HISP-LAT_Asian,ETHN_NOT-HISP-LAT_NHPI,ETHN_NOT-HISP-LAT_1Other,ETHN_NOT-HISP-LAT_2+Other,LATINO AND RACE_1TWO OR MORE RACES_Two races including Some Other Race,"LATINO AND RACE_1TWO OR MORE RACES_Two races excluding Some Other Race, and three or more races"
ZCTA5 77018,15382,9498,1388,2270,1077,1149,718,3297,2851,917,6526,5133,18724,11659,15382,1107,1614,1480,462,1040,699,274,1147,2930,2705,902,751,271,33,11684,8107,3577,2.58,2.1,639,3648,5793,1604,28892,14619,14273,102.4,2761,2133,1401,1246,1019,4654,5554,3401,1831,1419,1988,812,673,37,7281,22296,21611,21189,4317,3473,10810,10801,100.1,3473,1452,2021,71.8,24260,4632,19919,2228,237,0,0,0,0,794,340,157,83,25,40,90,59,0,0,0,0,0,1082,172,112,620,3318,20,65,9344,7125,200,40,1979,19548,15395,2133,0,788,0,19,1213,296,917
ZCTA5 77019,14201,9921,1145,2686,143,306,269,1098,1944,1001,6937,6481,17461,13418,14201,1080,478,1309,469,935,461,176,1796,2572,3269,938,375,343,41,12079,5141,6938,2.25,1.62,590,5383,4856,1250,22839,11013,11826,93.1,1137,860,766,519,1722,6203,3273,2594,1360,1313,2202,685,205,35.6,2958,19977,19881,19511,3768,3092,9534,10347,92.1,3092,1518,1574,96.4,20623,2216,15643,2094,127,0,0,0,0,2220,718,426,236,33,199,234,374,0,0,0,0,0,539,199,387,260,1125,82,0,3576,2306,178,77,1015,19263,13898,2020,71,2206,0,55,1013,190,823
ZCTA5 77020,10970,2049,2300,2181,2407,2033,3346,5218,2592,952,1696,542,11000,2238,10970,126,2251,902,346,980,829,90,383,1462,1910,731,737,223,12,9081,4707,4374,2.81,2.85,1257,3334,2792,1698,25715,12697,13018,97.5,2105,1446,1624,1786,1916,3531,3222,3668,1586,1421,1967,859,584,35.7,6222,20118,19493,18280,4200,3410,9147,10346,88.4,3410,1152,2258,51,21900,3815,4672,5583,198,0,0,0,0,300,166,14,7,0,0,19,94,0,0,0,0,0,11147,43,46,56,3505,20,92,18583,16427,31,23,2102,7132,1071,5551,4,281,0,104,121,0,121
ZCTA5 77021,11202,5053,2038,2280,697,1134,1047,5027,3561,638,3046,2678,14950,5724,11202,70,852,530,235,1089,763,225,426,1660,3377,1037,634,304,12,10935,4080,6855,2.53,2.15,2125,4340,2814,1656,25500,10961,14539,75.4,1532,1412,1348,1733,2194,4669,2829,3205,1208,1532,2273,1107,458,34.6,5352,20796,20148,19104,4538,3838,8757,11391,76.9,3838,1369,2469,55.4,23089,2411,4640,16349,218,0,0,0,0,764,291,128,17,44,32,182,70,0,0,0,0,0,1118,99,40,38,2092,0,47,5440,3646,158,23,1613,20060,2786,16171,37,764,0,22,280,43,237
ZCTA5 77022,12342,2297,2517,3038,2736,1754,4210,4791,2765,757,1684,556,10553,2240,12342,107,2193,863,237,1692,680,84,642,1177,2225,996,1092,354,8,9232,4304,4928,2.96,2.85,1386,3465,2316,2065,26903,13283,13620,97.5,1731,1589,1590,2323,2175,3906,3552,2890,1680,1681,2234,1029,523,35.4,6375,21620,20528,19238,4900,3786,10183,10345,98.4,3786,1968,1818,108.3,21690,5213,10474,4576,258,7,0,0,0,205,43,1,17,0,69,18,57,12,0,12,0,0,6165,201,28,98,4803,10,35,20212,15676,70,124,4342,6691,1541,4536,8,156,0,207,243,110,133
ZCTA5 77023,12276,3705,1991,2574,2213,1793,3112,5039,2798,685,2376,1615,12513,3991,12276,127,1974,996,401,1397,581,156,351,1672,2204,1273,752,392,15,10139,4510,5629,2.68,2.4,1467,3558,3680,1434,25680,12926,12754,101.3,1605,1154,1978,1822,1814,4211,3487,3071,1765,1344,2137,772,520,35.7,5828,20697,19852,18613,4319,3429,10022,9830,102,3429,1611,1818,88.6,21833,3847,9006,894,192,10,0,0,0,488,70,183,8,0,62,119,46,0,0,0,0,0,11253,17,37,30,3509,0,13,20121,16841,239,80,2961,5559,4173,840,14,459,0,0,73,13,60
ZCTA5 77024,17586,11886,1139,3632,229,700,293,1893,3004,1208,11178,8755,26038,19933,17586,1150,717,1534,601,1292,719,208,2130,3939,3597,919,499,281,43,15875,9814,6061,2.65,1.81,865,5140,6846,3024,37269,17748,19521,90.9,1427,2257,2930,2385,1699,4179,4565,5635,2735,2422,3746,2254,1035,43.2,8331,30184,28938,28016,8541,7035,13823,15115,91.5,7035,3153,3882,81.2,34644,2625,26984,1154,89,10,0,0,0,5729,460,2150,101,326,1126,564,1002,10,0,0,0,10,678,104,129,428,1772,0,3,4416,2381,209,185,1641,32853,24872,1154,89,5729,10,127,872,169,703
ZCTA5 77025,15407,10280,1240,2470,522,895,872,1651,2196,805,6539,8810,20001,15349,15407,292,599,787,285,1038,582,114,1293,2720,6228,862,328,279,20,13724,5503,8221,2.45,1.89,1701,6242,4603,1178,29295,14191,15104,94,1519,1449,2168,893,1920,5556,4502,3533,1717,1394,2405,1214,1025,37.8,5766,24031,23529,22870,5523,4644,11243,12286,91.5,4644,1731,2913,59.4,26732,2563,14985,4063,152,31,0,0,0,5201,1010,2027,646,168,477,386,487,0,0,0,0,0,2331,134,138,578,1373,191,39,5682,3589,180,73,1840,23613,13092,4034,64,5168,0,67,1188,186,1002
ZCTA5 77026,8236,1485,2285,1491,1282,1693,2293,5731,2185,624,968,248,9756,1216,8236,41,1398,814,275,957,744,127,204,733,1650,773,434,86,8,8101,3299,4802,2.79,2.37,1464,3439,1832,1366,20732,9643,11089,87,852,1362,1478,1464,1352,2824,2464,3059,1503,1576,1680,592,526,38.6,4576,16718,16156,15375,3679,2798,7463,8693,85.9,2798,1036,1762,58.8,17543,3189,2584,10882,100,0,0,0,0,163,31,14,25,0,0,93,0,38,0,0,0,38,3776,67,0,0,2830,15,224,8664,7006,0,36,1622,12068,700,10823,7,149,38,28,323,215,108
ZCTA5 77027,12825,9206,735,2152,210,522,233,778,2256,455,6450,5502,15441,11952,12825,625,481,858,189,906,547,128,2115,2854,2682,784,434,222,27,11185,3028,8157,2.16,1.59,251,6410,4065,459,19478,9525,9953,95.7,746,453,497,687,1379,6312,2538,1687,1142,1297,1634,829,277,34.4,2061,17685,17417,16943,3342,2740,8633,8784,98.3,2740,1302,1438,90.5,17481,1997,12604,1916,12,0,0,0,0,2409,833,503,88,17,96,285,587,0,0,0,0,0,540,91,138,248,1335,27,0,2942,1890,111,91,850,16536,11429,1850,12,2398,0,161,686,107,579
ZCTA5 77028,6536,1229,1688,1130,1008,1481,1694,3744,2248,598,590,226,7406,816,6536,0,890,597,184,551,992,8,114,655,1362,658,283,242,4,6307,3559,2748,3.18,2.66,761,2466,1767,1313,18669,8679,9990,86.9,1545,1375,1919,1602,1620,1973,1965,2233,911,891,1643,691,301,31.6,5983,13386,12686,12053,3150,2635,5886,6800,86.6,2635,1002,1633,61.4,16688,1981,3742,11135,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,112,28,0,1741,51,0,7150,6205,0,0,945,11519,267,11103,30,0,0,0,119,48,71
ZCTA5 77029,6609,949,1415,1470,1041,1734,2398,3449,1872,392,667,168,6548,835,6609,26,977,752,468,567,517,130,248,640,865,808,377,234,0,5573,3632,1941,3.11,2.37,391,2136,1868,1178,16008,7793,8215,94.9,1041,1063,1214,1417,925,1667,2099,2190,820,1234,1406,617,315,38.8,4104,12350,11904,10915,3049,2338,5608,6296,89.1,2338,1149,1189,96.6,11569,4439,5877,3496,300,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,1868,23,72,0,4216,0,4,11323,10412,0,34,877,4685,1103,3496,10,0,28,0,48,6,42
ZCTA5 77030,6692,5476,354,653,35,174,99,306,523,522,2960,4373,8684,7333,6692,245,64,288,240,220,177,61,251,1017,3620,204,146,159,30,5870,2228,3642,2.51,1.77,597,2852,1955,466,12546,5897,6649,88.7,914,832,395,301,1277,3002,1951,1247,470,478,1093,435,151,33,2271,10334,10275,9944,1869,1679,4704,5571,84.4,1679,685,994,68.9,11701,845,7298,913,35,0,0,0,0,3343,850,1592,209,153,254,196,89,1,0,1,0,0,111,179,19,115,356,37,0,1247,518,92,58,579,11299,6617,913,9,3304,1,3,452,25,427
ZCTA5 77031,8361,1721,2010,1771,2013,846,3001,2382,1934,465,1288,824,6893,2112,8361,40,2011,280,33,1078,471,32,315,625,1288,1711,371,106,3,6103,2689,3414,2.98,2.71,440,2564,1986,1113,17351,8765,8586,102.1,1175,882,1023,1846,1408,2293,2785,2133,882,760,1214,635,315,35.2,4236,13722,13115,12169,2627,2164,6535,6580,99.3,2164,906,1258,72,14614,2737,6532,2993,109,11,0,0,0,879,116,175,30,0,0,476,82,73,73,0,0,0,4028,55,140,178,2266,11,30,10735,5363,54,163,5155,6616,2369,2882,18,871,0,60,416,32,384
ZCTA5 77032,5741,952,1314,1392,1171,912,1188,2272,1465,620,710,222,5289,932,5741,40,951,541,25,1045,536,10,140,801,726,405,379,142,13,4375,1701,2674,3.98,2.58,634,1608,1397,736,13743,6463,7280,88.8,1280,1450,1012,1283,999,2376,1757,1615,698,521,370,289,93,28.2,4582,9669,9161,8711,1002,752,4050,5111,79.2,752,331,421,78.6,11768,1975,4996,4537,151,0,0,0,0,56,0,0,21,0,0,0,35,0,0,0,0,0,2028,88,0,0,1663,39,180,7287,6115,0,0,1172,6456,1072,4537,0,56,0,472,319,192,127
ZCTA5 77033,9375,1707,2663,1750,1251,2004,2589,6715,3235,720,984,549,12203,1533,9375,61,1040,979,257,1166,879,69,234,1137,1971,940,360,282,1,9179,5627,3552,3.05,3.1,842,3798,2879,1660,28255,13872,14383,96.4,2013,2635,2460,2339,1862,3316,2959,2936,1687,1699,2164,1402,783,33,8749,20665,19506,18664,5171,4349,9559,9947,96.1,4349,1825,2524,72.3,24543,3712,7473,15750,119,0,0,0,0,44,0,12,0,12,0,0,20,4,0,4,0,0,1153,350,11,0,3158,88,0,11872,9679,13,0,2180,16383,272,15599,0,44,4,9,455,8,447
ZCTA5 77034,17107,3338,3956,3486,3156,3171,3399,6512,5365,1544,2334,509,16264,2843,17107,272,2597,1413,296,1834,1271,166,752,1813,2840,1863,1505,485,3,12297,6040,6257,3.32,2.75,771,4124,4372,3030,37273,18583,18690,99.4,2316,2899,2966,3414,3161,4941,5924,4593,2176,1717,2095,697,374,33.1,10264,28312,27009,25023,4196,3166,14037,12972,108.2,3166,1683,1483,113.5,26216,11057,16726,3651,394,0,0,0,0,1759,390,89,168,0,20,817,275,0,0,0,0,0,3686,420,112,0,10228,143,25,27679,21015,483,53,6128,9594,3681,3630,22,1759,0,105,397,0,397
ZCTA5 77035,15477,5681,3063,2967,2090,1676,2400,5945,3978,1290,3864,3031,18108,6895,15477,349,1994,675,193,1272,1084,184,793,2122,3882,1469,1069,391,7,13831,5732,8099,2.31,2.56,1972,5260,5312,1287,34254,16201,18053,89.7,2656,2304,2227,2671,2144,5044,4512,4119,2117,1957,2812,1432,259,35.2,8968,26610,25286,24058,5766,4503,12064,13222,91.2,4503,1961,2542,77.1,29067,5187,12479,10470,131,0,0,0,0,747,164,233,50,46,15,134,105,43,13,1,0,29,5197,456,502,127,3455,47,189,14565,9609,199,128,4629,19689,7587,10344,29,747,43,133,806,79,727
ZCTA5 77036,37785,5032,13144,5615,9279,4715,16041,11093,5033,2083,4821,1938,24968,6759,37785,557,8706,2045,834,3806,1582,410,925,6310,3772,5538,2989,311,11,26160,4295,21865,2.37,2.82,5177,13014,6009,1960,72278,36434,35844,101.6,6532,5316,4568,4405,6566,14726,10526,7972,3102,3204,3090,1542,729,30.8,18887,54998,53391,50397,7112,5361,27259,26132,104.3,5361,2615,2746,95.2,58905,13373,13464,8404,263,0,0,0,0,7490,226,2946,386,27,157,1611,2137,93,4,34,8,47,29191,444,116,56,10226,228,1298,50010,23632,492,2147,23739,22268,4860,8065,93,7428,69,632,1121,68,1053
ZCTA5 77037,7388,970,1611,1079,2498,1230,3409,2941,1092,256,407,220,4916,627,7388,11,2382,644,61,934,166,13,301,533,744,1011,388,200,3,4994,3515,1479,3.43,3.72,148,1328,2099,1419,17585,9406,8179,115,948,1423,1805,1886,1052,2235,2462,2778,880,440,1210,338,128,33.5,5283,13065,12302,11239,1879,1676,6427,5875,109.4,1676,728,948,76.8,16761,824,8602,273,30,23,0,0,0,46,0,43,2,0,0,0,1,0,0,0,0,0,7810,11,8,0,730,0,0,16053,14088,48,0,1917,1532,1164,273,30,46,0,0,19,0,19
ZCTA5 77038,13691,2524,2865,2243,3413,2646,3732,6031,2851,975,1183,836,11876,2019,13691,145,2921,1520,236,1553,595,101,632,1342,2167,1158,1146,175,15,8863,5024,3839,3.66,3.57,604,2597,3350,2312,32142,17171,14971,114.7,3289,2690,2824,2899,2138,5006,4635,3676,1895,1033,1209,605,243,29.7,10551,22973,21591,19981,2597,2057,10880,10711,101.6,2057,1051,1006,104.5,27319,4823,11940,7090,120,0,0,0,0,1949,148,4,0,0,14,1536,247,0,0,0,0,0,6220,43,32,34,4631,0,18,22095,16886,109,110,4990,10047,885,7039,31,1937,0,0,155,63,92
ZCTA5 77039,11314,1451,2494,1723,3491,2155,4317,5415,2524,538,703,238,9418,941,11314,118,3467,1210,144,1235,714,60,327,943,1222,925,742,207,7,7923,4608,3315,3.69,3.28,585,2157,3019,2162,27907,15197,12710,119.6,2298,2283,2530,2036,2524,3832,3423,3288,1510,1332,1959,679,213,31.6,8478,20284,19429,18102,3564,2851,10416,9013,115.6,2851,1212,1639,73.9,25677,2230,15684,2430,96,5,0,0,0,634,408,0,49,0,0,87,90,4,0,0,4,0,6829,11,12,0,2030,0,0,23208,19786,115,0,3307,4699,1590,2430,17,634,4,0,24,0,24
ZCTA5 77040,24118,7978,4780,4794,2465,4101,4224,7473,7140,2052,6099,2533,25297,8632,24118,659,2300,3412,852,2384,1417,271,1368,3157,4023,2629,1235,411,35,18348,9392,8956,2.81,2.59,1022,6247,6874,4205,49762,25157,24605,102.2,3369,3663,4062,3355,3452,8094,6316,6387,2747,2881,3612,1534,290,33.9,12933,38118,36829,34745,7148,5436,17935,18894,94.9,5436,2341,3095,75.6,41577,8185,22219,8187,361,0,0,22,34,4245,180,215,110,93,171,3256,220,11,0,0,0,11,6554,507,75,46,6477,31,141,25605,16075,1194,969,7367,24157,11233,7897,68,4245,11,48,655,55,600
ZCTA5 77041,16379,6440,1991,3831,2118,1999,2646,4922,3525,1403,5739,2740,18329,8479,16379,683,2340,2017,648,1343,986,47,976,1944,2231,1662,1251,251,36,10965,8184,2781,2.97,2.68,97,2561,4752,3555,31912,16271,15641,104,1409,1639,2112,2783,1973,3879,4112,4854,2353,2838,2510,1157,293,40.2,6875,26365,25037,23509,5335,3960,12409,12628,98.3,3960,1926,2034,94.7,25417,6495,13290,2196,389,40,0,0,0,5030,1066,650,221,28,218,2579,268,22,0,22,0,0,4490,5,193,344,5565,0,0,15707,10409,83,587,4628,16205,8281,2057,76,5006,22,77,686,124,562
ZCTA5 77042,21744,9253,3143,5511,1771,2066,1290,5036,6025,1661,8135,4591,25448,12726,21744,828,1584,1158,665,2245,1467,225,1577,4442,3805,2174,1167,407,18,19166,4916,14250,2.25,2.08,1670,10075,6318,1103,40747,19559,21188,92.3,3665,2659,1682,1692,3272,8997,6835,4571,1640,2106,1965,1174,489,33.5,9255,32456,31492,30519,4661,3628,14994,16498,90.9,3628,1587,2041,77.8,35216,5531,15325,12169,489,0,0,0,0,3213,362,1256,255,17,74,383,866,11,0,0,0,11,4009,90,88,153,3496,550,592,11899,5115,591,1082,5111,28848,12231,12028,39,3139,11,186,1214,56,1158
ZCTA5 77043,13179,6012,1663,2467,1602,1435,1844,3053,3066,1121,4861,2593,14694,7454,13179,545,1451,1103,618,1233,697,116,754,2433,2341,993,859,36,35,10048,5588,4460,2.57,2.53,433,3735,4288,1592,25900,12406,13494,91.9,2323,1380,1874,1283,1451,4398,3479,3345,1352,1308,1885,1349,473,35.5,6565,20121,19335,18663,4389,3707,9244,10091,91.6,3707,1436,2271,63.2,21193,4707,14589,1957,69,0,0,0,0,1732,254,500,94,77,283,454,70,0,0,0,0,0,2846,21,320,193,3793,8,72,10991,6874,601,122,3394,14909,10419,1773,10,1732,0,282,693,116,577
ZCTA5 77044,24263,10356,2881,4725,2359,3942,2565,7535,7201,1962,6889,3462,27049,10351,24263,1181,2233,2530,522,2125,2824,100,832,3728,5182,1545,546,915,29,16587,12478,4109,3.45,2.74,437,4230,6870,5050,54313,26831,27482,97.6,4059,5139,5519,4238,3057,6994,10523,6762,2600,1781,2436,1018,187,33.1,17550,38519,36763,34734,4522,3641,17626,19137,92.1,3641,1414,2227,63.5,45656,8657,21207,17573,146,0,0,0,0,773,187,218,112,0,16,142,98,271,58,8,205,0,5686,387,292,278,6451,265,164,24904,19554,572,0,4778,29409,10002,17088,0,773,263,0,1283,145,1138
ZCTA5 77045,13579,3203,2966,2169,2490,2751,2701,6861,4573,685,2033,1415,15567,3448,13579,105,1797,716,665,1570,1590,82,541,1297,3063,1090,706,357,11,10312,5862,4450,3.26,2.98,627,3121,3530,3034,32478,16063,16415,97.9,2260,1872,2584,2523,2558,4890,3475,4902,1636,1895,2623,1134,126,34.1,8152,25257,24326,23007,5037,3883,11924,12402,96.1,3883,1906,1977,96.4,27037,5441,8504,13715,249,0,0,0,0,585,79,118,187,0,0,201,0,0,0,0,0,0,3984,211,41,16,4586,0,507,16254,11760,219,41,4234,16224,1533,13577,35,585,0,87,407,139,268
ZCTA5 77046,953,678,43,182,19,31,0,120,253,13,371,424,1181,795,953,121,61,17,0,68,54,12,113,363,73,17,27,27,3,1016,551,465,1.29,1.17,78,584,230,124,1254,588,666,88.3,0,0,8,0,65,265,148,13,90,66,389,210,0,62.7,8,1246,1246,1246,665,599,580,666,87.1,599,308,291,105.8,1126,128,810,200,0,0,0,0,0,116,33,83,0,0,0,0,0,0,0,0,0,0,0,108,15,0,5,0,0,205,87,0,0,118,1049,733,200,0,116,0,0,0,0,0
ZCTA5 77047,16729,7742,2399,3171,1258,2159,884,4787,5830,1800,4221,3079,19717,7300,16729,115,827,1565,448,1407,1763,244,744,1733,5322,740,1036,785,3,12238,8529,3709,2.58,3.11,540,4464,4600,2634,33569,15322,18247,84,2677,2676,2612,1715,1885,6149,4770,4254,1374,1984,2462,728,283,33.8,9318,25397,24251,23382,4666,3473,10556,13695,77.1,3473,1651,1822,90.6,29331,4238,4953,22410,24,0,0,0,0,571,173,108,0,0,0,273,17,0,0,0,0,0,1373,385,40,65,2931,32,153,8284,6356,408,302,1218,25285,1769,21600,0,571,0,232,1113,179,934
ZCTA5 77048,8126,2650,1581,1620,739,1536,773,3978,3501,837,1655,744,10715,2399,8126,0,596,479,162,820,617,25,591,630,2523,789,517,377,13,7104,4014,3090,2.75,2.81,805,2413,2358,1528,19741,9269,10472,88.5,1659,1162,1969,1364,1039,3113,2443,2730,831,1052,1488,753,138,33.4,5669,14641,14072,13497,2980,2379,6615,7457,88.7,2379,1109,1270,87.3,18779,962,3077,14033,75,53,0,0,0,591,137,0,295,0,0,75,84,0,0,0,0,0,1003,143,0,0,535,26,64,4649,2901,454,0,1294,15092,329,13821,54,543,0,110,235,30,205
ZCTA5 77049,18843,4335,2860,3608,3358,4682,2994,6672,4781,2603,2143,708,16907,2851,18843,170,2337,2588,727,2297,2424,103,670,922,3556,1450,951,648,40,11807,8069,3738,3.72,2.93,455,3176,4411,3765,41035,21397,19638,109,3101,4137,3921,3979,3501,6178,5435,5560,1490,1333,1751,555,94,27.8,13810,28834,27225,25159,3164,2400,14151,13074,108.2,2400,1010,1390,72.7,30327,10708,16608,6726,122,4,0,0,0,1749,410,125,148,0,0,345,721,0,0,0,0,0,5122,677,25,0,9699,0,60,28478,24281,95,277,3825,12557,3673,6574,4,1728,0,188,390,1,389
ZCTA5 77050,2162,324,816,197,489,336,1168,1004,403,255,95,39,1796,134,2162,0,337,68,26,177,185,84,0,740,135,205,194,11,0,1710,975,735,3.12,3.96,56,456,818,380,5949,2988,2961,100.9,353,614,618,627,288,740,1273,444,187,242,340,208,15,30.6,2136,4350,3813,3700,661,563,1814,1999,90.7,563,280,283,98.9,3062,2887,955,1389,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,2869,0,0,4496,2099,0,0,2397,1453,46,1389,0,0,0,0,18,0,18
ZCTA5 77051,5834,1422,1026,1319,555,1512,737,3517,1976,730,1092,272,7587,1364,5834,44,503,388,108,668,810,0,184,604,1736,385,223,181,18,6269,2468,3801,2.54,2.8,1071,3129,1595,474,16974,7949,9025,88.1,1724,1298,1402,1556,1392,1733,2490,1269,899,938,1199,760,314,30.9,5463,12148,11511,10801,2743,2273,4926,6585,74.8,2273,902,1371,65.8,15621,1353,1769,13386,21,0,0,0,0,169,0,168,0,0,0,1,0,0,0,0,0,0,276,870,1,0,289,0,193,2819,1303,339,1,1176,14155,543,13247,0,169,0,0,196,12,184
ZCTA5 77053,13351,2885,3166,2907,2071,2322,3093,6516,3741,1079,1376,714,13426,2090,13351,39,2057,1121,515,1729,1054,243,677,1179,2565,1204,633,335,4,9248,6183,3065,3.08,3.62,289,2497,3322,3140,30175,15163,15012,101,1649,2356,2313,2890,1840,4341,4045,4299,1546,1349,2410,961,176,33.8,7780,23530,22395,20476,4163,3547,10791,11604,93,3547,1391,2156,64.5,24758,5417,8413,12348,178,0,0,0,0,183,0,0,32,0,32,35,84,0,0,0,0,0,3636,73,479,54,4551,0,173,16454,11801,0,359,4294,13721,1044,12225,63,183,0,0,206,0,206
ZCTA5 77054,16935,10598,2352,2934,458,593,141,2301,2793,1638,5871,6576,19179,12447,16935,234,549,335,397,665,599,261,501,2109,8454,1201,448,1182,15,16001,1874,14127,1.73,1.64,1997,9556,3944,504,26708,11324,15384,73.6,1319,710,773,528,3851,8946,4115,3088,1219,557,866,454,282,31.4,2904,23866,23804,22966,1876,1602,9811,13993,70.1,1602,640,962,66.5,24532,2176,6592,11286,234,0,84,0,0,5626,1723,2126,391,216,178,288,704,0,0,0,0,0,794,158,0,507,1213,0,27,3174,1724,313,255,882,23534,5641,11286,200,5503,0,43,861,38,823
ZCTA5 77055,21842,8689,3515,4525,3167,1946,4294,5745,3856,1416,6858,4310,22185,11168,21842,861,3132,2189,758,1862,878,167,1898,3724,2789,2133,1272,179,35,15885,7290,8595,2.67,2.71,1335,5731,6397,2422,43362,21767,21595,100.8,2862,3314,2629,3109,2827,6923,5753,5952,2425,2448,3320,1513,287,35,10778,33790,32584,30999,6532,5120,16524,16060,102.9,5120,2018,3102,65.1,37231,6131,18617,2404,752,25,0,0,0,2417,281,635,32,55,254,853,307,0,0,0,0,0,13041,283,331,772,4366,14,10,23029,14677,225,245,7882,20333,14056,2384,175,2417,0,21,1280,70,1210
ZCTA5 77056,13139,8428,1269,2334,466,642,155,852,2065,947,7347,6314,17525,13661,13139,880,456,747,467,993,730,127,1446,3015,2458,991,520,309,42,12078,4207,7871,2.08,1.66,647,6154,4140,1137,21941,11125,10816,102.9,965,579,428,630,1502,4710,3519,2619,995,884,2918,1391,801,40.8,2349,19744,19592,19262,5575,5110,9891,9701,102,5110,2346,2764,84.9,19962,1979,14057,1968,57,0,0,0,0,3227,1703,272,31,170,331,373,347,0,0,0,0,0,653,137,0,211,1477,0,0,3879,2046,160,71,1602,18062,12314,1968,0,3227,0,50,503,176,327
ZCTA5 77057,26072,11330,5228,5240,2641,1633,3737,3649,5571,1346,10177,7002,27745,17179,26072,889,2685,1449,505,2433,1100,263,2664,4728,3618,3946,1319,473,36,21814,6935,14879,2.02,2.08,2425,11005,7060,1324,45023,23335,21688,107.6,3231,3021,2419,1385,2761,10968,7073,4257,1925,2620,2947,1678,738,33.9,9426,36206,35597,34655,6956,5363,18418,17179,107.2,5363,2336,3027,77.2,36920,8103,24016,4797,243,15,0,0,0,4486,2455,602,110,234,79,518,488,0,0,0,0,0,3378,285,29,158,6711,19,111,17208,5394,244,382,11188,27815,17601,4466,60,4486,0,56,1146,520,626
ZCTA5 77058,10122,4847,1138,2346,591,1200,497,2176,2758,1315,3398,2453,12100,5851,10122,131,509,1236,348,1076,653,111,632,1173,2114,1052,372,715,6,9603,2873,6730,2,1.78,725,5451,2837,590,17956,9713,8243,117.8,661,873,860,814,1769,3269,2304,2227,1463,1009,1409,883,415,38.1,2789,15401,15167,14369,3317,2707,8199,6968,117.7,2707,1214,1493,81.3,15948,2008,11550,1039,147,0,0,127,0,1834,1039,184,139,77,0,275,120,0,0,0,0,0,1378,166,414,202,836,139,0,4115,2567,239,95,1214,13841,9891,920,138,1821,0,107,964,34,930
