ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_HIGHER,BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,total_ev_count,OCC_HOUSING_UNITS,OWNER_OCC,RENTER_OCC,AVG_HHSZ_OWNER,AVG_HHSZ_RENTER,NO_VEHICLES,ONE_VEHICLE,TWO_VEHICLES,THREE_OM_VEHICLES,TOTAL_POPULTN,TP_MALE,TP_FEMALE,TP_SEX_RATIO,TP_5Y_UND,TP_5Y_9Y,TP_10Y_14Y,TP_15Y_19Y,TP_20Y_24Y,TP_25Y_34Y,TP_35Y_44Y,TP_45Y_54Y,TP_55Y_59Y,TP_60Y_64Y,TP_65Y_74Y,TP_75Y_84Y,TP_84Y_OVR,TP_MED_AGE,TP_18Y_UND,TP_16Y_OVR,TP_18Y_OVR,TP_21Y_OVR,TP_62Y_OVR,TP_65Y_OVR,TP_18YM_OVR,TP_18YF_OVR,TP_18Y_OVR_SXRATIO,TP_65Y_OVR_[0],TP_65YM_OVR,TP_65YF_OVR,TP_65Y_OVR_SXRATIO,RACE_TOT_1RACE,RACE_TOT_2+RACE,RACE_1WHITE_TOTAL,RACE_1BLACK_TOTAL,RACE_1AI_AN_TOTAL,RACE_1AI_AN_Cherokee,RACE_1AI_AN_Chippewa,RACE_1AI_AN_Navajo,RACE_1AI_AN_Sioux,RACE_1ASIAN_TOTAL,RACE_1ASIAN_AsianIndian,RACE_1ASIAN_Chinese,RACE_1ASIAN_Filipino,RACE_1ASIAN_Japanese,RACE_1ASIAN_Korean,RACE_1ASIAN_Vietnamese,RACE_1ASIAN_OtherAsian,RACE_1NHPI_TOTAL,RACE_1NHPI_Chamorro,RACE_1NHPI_NativeHawaiian,RACE_1NHPI_Samoan,RACE_1NHPI_Other,RACE_1OTHER_TOTAL,RACE_2+_WHITE-BLACK,RACE_2+_WHITE-AI_AN,RACE_2+_WHITE-ASIAN,RACE_2+_WHITE-OTHER,RACE_2+_BLACK-AI_AN,RACE_2+_BLACK-OTHER,ETHN_HISP-LAT_TOTAL,ETHN_HISP-LAT_Mexican,ETHN_HISP-LAT_PuertoRican,ETHN_HISP-LAT_Cuban,ETHN_HISP-LAT_Other,ETHN_NOT-HISP-LAT_TOTAL,ETHN_NOT-HISP-LAT_White,ETHN_NOT-HISP-LAT_Black,ETHN_NOT-HISP-LAT_AI_AN,ETHN_NOT-HISP-LAT_Asian,ETHN_NOT-HISP-LAT_NHPI,ETHN_NOT-HISP-LAT_1Other,ETHN_NOT-HISP-LAT_2+Other,LATINO AND RACE_1TWO OR MORE RACES_Two races including Some Other Race,"LATINO AND RACE_1TWO OR MORE RACES_Two races excluding Some Other Race, and three or more races"
ZCTA5 78801,8248,2429,1976,1741,1342,760,1805,3491,2772,1142,1788,629,9822,2417,8248,432,741,511,179,668,175,66,306,773,2279,703,908,507,5,7142,4766,2376,2.93,2.75,505,2440,3045,1152,21248,10589,10659,99.3,1599,1315,1779,1743,1673,3174,2517,2083,1081,948,1803,1018,515,32.2,5603,16199,15645,14402,3757,3336,7568,8077,93.7,3336,1473,1863,79.1,18696,2552,15875,284,149,7,0,0,0,457,0,71,7,0,25,75,279,0,0,0,0,0,1931,47,82,14,2256,0,0,16854,15473,202,0,1179,4394,3728,90,31,324,0,18,203,84,119
ZCTA5 78802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 78827,234,72,63,56,12,31,152,167,109,37,25,6,344,31,234,28,10,0,3,22,23,0,7,0,106,10,10,15,0,327,253,74,2.19,2.46,44,86,164,33,742,275,467,58.9,10,39,39,32,36,35,96,59,52,46,198,72,28,58.1,93,650,649,612,335,298,229,420,54.5,298,110,188,58.5,396,346,360,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,346,0,0,694,650,0,0,44,48,35,2,0,1,0,10,0,0,0
ZCTA5 78828,29,22,0,7,0,0,0,13,44,0,12,14,83,26,29,0,0,7,0,0,0,0,0,0,0,0,22,0,0,44,44,0,1.89,INSUFF_DATA,0,0,15,29,83,41,42,97.6,0,0,0,0,0,15,0,0,0,8,29,31,0,68.5,0,83,83,83,68,60,41,42,97.6,60,41,19,215.8,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0
ZCTA5 78829,403,39,176,36,104,48,70,214,95,13,56,0,378,56,403,50,0,10,0,42,19,13,24,26,82,83,54,0,0,284,212,72,3.18,6.24,35,85,71,93,1124,645,479,134.7,134,129,104,145,73,108,78,201,40,0,99,13,0,24.6,429,757,695,597,112,112,351,344,102,112,36,76,47.4,673,451,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,1105,1105,0,0,0,19,19,0,0,0,0,0,0,0,0
ZCTA5 78830,126,14,37,39,21,15,71,77,85,3,8,19,192,27,126,26,11,0,0,8,8,0,9,21,40,0,0,3,0,184,135,49,2.54,2.78,0,131,29,24,479,179,300,59.7,15,47,43,42,17,62,44,49,29,17,76,36,2,37.1,123,367,356,332,123,114,130,226,57.5,114,50,64,78.1,294,185,265,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,16,0,3,0,182,0,0,447,436,0,4,7,32,19,0,0,13,0,0,0,0,0
ZCTA5 78832,1314,469,339,130,89,287,217,622,1004,183,174,163,2146,337,1314,39,71,55,0,51,279,0,50,0,446,45,42,236,0,1105,829,276,2.74,2.4,34,414,357,300,3157,1947,1210,160.9,135,55,78,158,195,648,203,404,334,188,358,351,50,47.5,371,2786,2786,2678,889,759,1672,1114,150.1,759,343,416,82.5,2697,460,2661,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,439,0,0,2032,1772,92,0,168,1125,1112,0,0,0,0,0,13,0,13
ZCTA5 78833,310,84,105,64,33,24,59,446,217,62,28,19,772,47,310,23,22,0,2,64,22,0,9,22,92,18,36,0,0,356,201,155,3.57,2.96,37,123,117,79,1261,587,674,87.1,107,50,49,128,47,50,109,144,97,107,153,189,31,49,279,1034,982,927,445,373,383,599,63.9,373,137,236,58.1,1254,7,1251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,383,380,0,0,3,878,875,3,0,0,0,0,0,0,0
ZCTA5 78834,1967,355,490,526,382,214,800,1607,893,102,396,323,3321,719,1967,406,218,0,10,141,161,7,31,90,169,534,35,165,0,2274,1426,848,3.29,3.01,375,693,756,450,7386,3863,3523,109.7,532,469,817,972,229,640,1384,560,309,426,579,318,151,36,2189,5490,5197,4596,1367,1048,2595,2602,99.7,1048,458,590,77.6,4124,3262,3200,50,23,0,0,0,0,68,8,0,60,0,0,0,0,0,0,0,0,0,783,38,0,0,3147,0,0,6422,5549,0,0,873,964,785,50,23,68,0,0,38,0,38
ZCTA5 78836,25,9,0,12,0,4,14,7,12,0,0,0,19,0,25,9,0,0,0,12,4,0,0,0,0,0,0,0,0,23,11,12,4.82,INSUFF_DATA,0,12,0,11,65,32,33,97,0,0,6,0,0,22,12,8,4,0,0,13,0,42.4,6,59,59,59,13,13,32,27,118.5,13,7,6,116.7,53,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 78837,40,31,0,0,0,9,18,12,20,0,26,25,83,51,40,0,0,0,0,0,0,0,0,16,15,9,0,0,0,62,62,0,2.05,INSUFF_DATA,0,18,34,10,128,73,55,132.7,0,0,6,1,9,0,7,23,0,0,64,18,0,65.8,6,122,122,121,82,82,73,49,149,82,46,36,127.8,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,70,70,0,0,0,0,0,0,0,0
ZCTA5 78838,18,5,0,13,0,0,17,26,13,3,25,5,72,30,18,0,0,13,0,0,0,0,0,0,0,1,0,4,0,64,64,0,1.64,INSUFF_DATA,2,8,33,21,105,61,44,138.6,0,0,0,0,0,0,0,17,0,5,73,10,0,70.1,0,105,105,105,88,83,61,44,138.6,83,41,42,97.6,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0
ZCTA5 78839,2950,956,381,531,642,440,810,1327,1035,432,484,185,3463,669,2950,234,315,68,114,278,176,109,33,64,986,214,194,165,0,2778,1990,788,2.98,1.8,134,869,1060,715,7415,3852,3563,108.1,486,489,668,557,551,1075,988,621,466,264,846,203,201,33.8,2117,5699,5298,5215,1397,1250,2741,2557,107.2,1250,591,659,89.7,4788,2627,4317,8,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,431,0,0,0,2565,0,2,6964,6794,0,1,169,451,443,8,0,0,0,0,0,0,0
ZCTA5 78840,19637,5082,4662,4615,2313,2965,4625,7860,4983,2391,3466,2296,20996,5762,19637,900,1169,1303,310,1401,1777,162,690,1046,5058,1746,1229,2846,14,16507,10880,5627,2.91,2.47,802,5119,6422,4164,47030,24157,22873,105.6,3756,3534,3804,3636,3700,6891,5644,5185,2411,1917,3610,1944,998,31.9,13341,35235,33689,31822,7526,6552,17443,16246,107.4,6552,2914,3638,80.1,39182,7848,33945,538,192,0,0,0,0,310,10,17,184,9,21,17,52,5,0,5,0,0,4192,336,119,95,7170,54,3,39187,36212,142,88,2745,7843,6389,505,61,303,5,106,474,45,429
ZCTA5 78841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 78842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 78843,70,11,17,26,0,16,0,0,0,60,13,0,73,13,70,0,0,0,0,16,0,0,0,0,11,27,0,16,0,41,0,41,INSUFF_DATA,1.24,0,0,0,41,459,383,76,503.9,0,0,0,70,316,73,0,0,0,0,0,0,0,23,0,459,459,343,0,0,383,76,503.9,0,0,0,0,438,21,391,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,8,17,49,385,317,47,0,0,0,0,21,0,21
ZCTA5 78850,312,150,73,59,3,27,33,113,114,50,86,41,404,127,312,38,18,17,0,11,13,0,7,46,61,34,8,59,0,226,190,36,3.49,4.56,0,36,127,63,827,389,438,88.8,33,34,145,63,90,14,126,80,24,44,92,73,9,39,263,593,564,514,186,174,265,299,88.6,174,81,93,87.1,770,57,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,11,0,46,0,0,342,342,0,0,0,485,474,0,0,0,0,0,11,0,11
ZCTA5 78851,19,19,0,0,0,0,0,0,0,0,61,0,61,61,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,INSUFF_DATA,INSUFF_DATA,0,0,42,19,61,61,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,19,42,0,CANNOT_DETERMINE,0,61,61,61,61,61,61,0,UNDEFINED,61,61,0,UNDEFINED,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0
ZCTA5 78852,22312,5359,6502,4052,2783,3616,6310,8594,5400,1939,3846,1389,21168,5235,22312,1551,1134,723,456,2387,2240,282,849,1119,6034,2563,652,2322,3,17539,11920,5619,3.35,2.94,1401,5401,6582,4155,56745,28380,28365,100.1,4929,5057,4711,5030,4669,7764,6470,6320,2258,2808,3896,2227,606,29.9,17704,41054,39041,36012,8771,6729,19280,19761,97.6,6729,2977,3752,79.3,36398,20347,29591,84,1244,142,0,0,0,168,0,0,36,0,0,0,132,0,0,0,0,0,5311,45,8,19,19945,82,56,53928,51377,243,0,2308,2817,1509,82,956,168,0,27,75,0,75
ZCTA5 78860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 78861,5120,1870,858,1255,636,501,535,3408,2056,751,983,597,7795,1580,5120,228,610,256,23,326,330,220,287,320,1499,314,146,561,6,4479,3372,1107,2.36,2.86,322,1211,1840,1106,13131,7576,5555,136.4,675,515,895,715,1145,2270,1630,1599,911,666,1276,520,314,36.9,2501,10932,10630,10110,2501,2110,6248,4382,142.6,2110,934,1176,79.4,11040,2091,8897,709,102,6,0,0,0,17,0,0,0,0,7,5,5,0,0,0,0,0,1315,35,126,40,1689,0,0,6665,5080,47,0,1538,6466,5170,700,0,17,0,103,476,160,316
ZCTA5 78870,660,157,166,127,159,51,59,227,222,56,148,30,683,178,660,65,120,25,12,98,8,0,7,33,144,16,86,46,0,387,317,70,3.25,3.87,2,82,219,84,1302,639,663,96.4,96,71,96,149,93,53,241,217,47,87,117,20,15,39.7,360,1034,942,833,206,152,432,510,84.7,152,73,79,92.4,1232,70,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,63,0,0,536,471,0,0,65,766,764,0,0,0,0,0,2,0,2
ZCTA5 78871,18,12,0,6,0,0,0,0,0,12,6,0,18,6,18,0,0,0,0,0,0,0,0,0,12,0,0,6,0,12,12,0,2.67,INSUFF_DATA,0,0,0,12,32,11,21,52.4,0,0,14,0,0,0,18,0,0,0,0,0,0,42.2,14,18,18,18,0,0,6,12,50,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0
ZCTA5 78872,444,113,91,44,68,128,79,98,142,67,48,28,383,76,444,56,25,26,0,75,36,0,0,30,168,0,0,28,0,365,283,82,3.31,2.73,0,109,160,96,1161,604,557,108.4,77,114,110,104,137,91,112,86,100,33,138,38,21,26.8,301,860,860,682,225,197,399,461,86.6,197,108,89,121.3,714,447,625,62,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,447,0,0,1030,1030,0,0,0,131,69,62,0,0,0,0,0,0,0
ZCTA5 78873,331,51,77,96,54,53,82,244,199,28,203,70,744,273,331,0,50,0,0,76,23,0,10,6,19,78,23,46,0,524,431,93,1.77,5.18,0,127,246,151,1278,662,616,107.5,41,105,153,121,7,143,9,48,100,82,331,104,34,56.3,382,954,896,858,487,469,473,423,111.8,469,279,190,146.8,1259,19,1139,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,18,0,0,330,312,0,0,18,948,913,34,0,0,0,0,1,0,1
ZCTA5 78877,377,128,7,28,139,75,245,179,65,19,0,16,279,16,377,89,70,0,0,28,55,0,0,0,0,128,7,0,0,362,279,83,3.24,1.89,0,83,209,70,1061,503,558,90.1,154,0,69,0,0,125,36,458,108,9,92,0,10,49.5,223,838,838,838,111,102,427,411,103.9,102,85,17,500,454,607,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,1021,1021,0,0,0,40,40,0,0,0,0,0,0,0,0
ZCTA5 78879,103,43,14,46,0,0,0,0,109,0,75,7,191,82,103,0,0,0,0,14,0,0,5,1,0,83,0,0,0,94,80,14,2.73,5.21,0,0,93,1,291,80,211,37.9,0,0,25,8,67,0,14,47,1,15,114,0,0,45.8,33,258,258,191,129,114,65,193,33.7,114,30,84,35.7,291,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,290,290,0,0,0,0,0,0,0,0
ZCTA5 78880,658,64,249,56,249,40,131,151,170,79,95,20,515,115,658,83,105,0,0,40,38,90,0,27,121,115,0,39,0,486,390,96,2.31,3.49,16,247,114,109,1269,705,564,125,45,72,71,229,122,24,149,232,50,36,155,61,23,40,270,999,999,823,275,239,613,386,158.8,239,168,71,236.6,1255,14,1115,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2,0,0,11,0,1,683,681,1,0,1,586,568,14,2,0,0,0,2,0,2
ZCTA5 78881,643,164,184,106,131,58,31,371,181,45,144,55,796,199,643,124,72,27,0,43,8,0,15,120,60,0,104,70,0,566,439,127,2.61,2.13,101,195,131,139,1415,690,725,95.2,50,94,75,136,94,48,106,169,134,208,130,164,7,52.6,266,1177,1149,1060,364,301,581,568,102.3,301,122,179,68.2,1196,219,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,508,464,0,0,44,907,868,0,0,0,0,0,39,10,29
ZCTA5 78883,64,21,37,1,0,5,0,52,50,19,62,40,223,102,64,5,1,0,5,0,7,0,0,13,8,24,1,0,0,131,95,36,2.4,1.08,35,41,16,39,267,119,148,80.4,8,0,0,36,0,28,7,9,32,8,88,16,35,70.2,20,247,247,223,147,139,111,136,81.6,139,61,78,78.2,248,19,247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,264,247,0,1,0,0,0,16,0,16
ZCTA5 78884,500,146,114,93,96,51,46,195,211,98,128,51,683,179,500,94,16,23,39,71,28,9,16,101,63,40,0,0,0,397,291,106,2.59,2.97,0,147,109,141,1068,585,483,121.1,4,155,69,39,14,67,175,143,86,25,119,150,22,47.1,267,834,801,801,301,291,407,394,103.3,291,121,170,71.2,1029,39,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,28,0,0,11,0,0,126,126,0,0,0,942,903,0,0,0,0,0,39,11,28
ZCTA5 78885,42,31,11,0,0,0,0,17,46,0,6,12,81,18,42,0,10,0,0,0,0,0,0,17,11,4,0,0,0,44,36,8,2.5,1.25,0,8,7,29,100,48,52,92.3,0,0,0,7,12,0,0,28,0,29,13,11,0,62.8,7,100,93,81,53,24,41,52,78.8,24,14,10,140,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0
ZCTA5 78886,189,43,28,25,43,50,13,113,79,14,13,8,227,21,189,8,28,50,0,0,0,0,0,21,37,0,31,14,0,128,128,0,3.07,INSUFF_DATA,0,14,82,32,393,266,127,209.4,9,16,16,40,50,31,24,51,50,66,27,0,13,46.5,46,347,347,312,75,40,244,103,236.9,40,29,11,263.6,369,24,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,278,278,0,0,0,115,115,0,0,0,0,0,0,0,0
ZCTA5 78931,90,54,0,11,25,0,0,51,31,9,53,0,144,53,90,0,0,14,0,10,10,0,0,19,22,0,15,0,0,93,93,0,2.26,INSUFF_DATA,0,9,39,45,210,76,134,56.7,0,0,13,43,0,0,21,39,0,20,10,64,0,53.3,56,186,154,154,94,74,65,89,73,74,26,48,54.2,210,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,0,0
ZCTA5 78932,197,95,20,34,11,37,49,64,92,25,139,12,332,151,197,5,13,2,27,28,2,0,4,31,64,6,7,8,0,194,180,14,2.31,5,0,38,82,74,486,195,291,67,2,6,54,27,14,11,11,64,66,54,88,78,11,58.8,88,424,398,397,223,177,160,238,67.2,177,71,106,67,342,144,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,143,0,0,144,99,0,0,45,342,340,1,0,0,0,0,1,0,1
ZCTA5 78933,437,187,27,79,144,0,64,218,115,46,167,93,639,260,437,51,138,19,0,0,37,0,12,46,119,0,0,15,1,405,347,58,2.77,2.72,0,20,234,151,1120,545,575,94.8,148,139,43,0,18,100,100,134,71,93,120,92,62,45.5,330,790,790,790,322,274,430,360,119.4,274,148,126,117.5,1085,35,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,148,53,0,0,95,972,937,0,0,0,0,0,35,0,35
ZCTA5 78934,2990,1178,350,630,429,403,364,1593,1025,191,733,402,3944,1135,2990,166,260,356,42,497,117,103,90,302,513,217,231,96,0,2371,1792,579,2.6,2.68,151,613,1141,466,6478,3037,3441,88.3,386,484,300,293,339,692,545,792,414,693,802,435,303,47.5,1340,5290,5138,5015,1813,1540,2505,2633,95.1,1540,580,960,60.4,6099,379,4572,620,17,17,0,0,0,51,0,0,0,0,0,15,36,0,0,0,0,0,839,8,91,14,226,0,0,1816,1720,0,0,96,4662,3848,620,17,51,0,13,113,0,113
ZCTA5 78935,246,118,40,36,0,52,8,167,122,50,121,65,525,186,246,0,8,0,0,26,34,0,0,67,71,40,0,0,0,382,382,0,1.55,INSUFF_DATA,14,84,165,119,594,311,283,109.9,0,12,0,41,0,0,107,46,12,86,216,62,12,63.5,53,582,541,541,361,290,273,268,101.9,290,132,158,83.5,582,12,511,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,149,139,0,0,10,445,403,30,0,0,0,0,12,12,0
ZCTA5 78938,125,42,20,29,2,32,6,60,38,24,22,10,154,32,125,2,7,43,0,5,22,0,5,2,27,9,3,0,0,103,86,17,2.27,1.53,0,45,41,17,221,135,86,157,21,13,15,1,8,46,19,8,32,12,12,28,6,39.4,50,171,171,171,58,46,93,78,119.2,46,16,30,53.3,173,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,48,46,0,0,2,173,173,0,0,0,0,0,0,0,0
ZCTA5 78940,1024,336,200,184,186,118,16,782,397,89,346,91,1705,437,1024,107,39,150,23,68,119,2,54,82,134,131,74,41,1,874,818,56,2.38,2.21,26,183,420,245,2071,1140,931,122.4,56,86,97,38,36,197,192,313,153,212,409,207,75,56.4,264,1831,1807,1794,810,691,1008,799,126.2,691,336,355,94.6,2042,29,1928,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,13,0,0,55,40,0,0,15,2016,1893,110,0,0,0,0,13,0,13
ZCTA5 78941,1567,205,348,309,212,493,213,1164,426,174,288,57,2109,345,1567,63,115,363,189,216,64,0,73,39,64,127,161,93,1,1232,992,240,2.7,2.89,59,234,552,387,3430,1792,1638,109.4,80,190,222,350,170,303,387,510,142,206,458,310,102,45.2,734,2835,2696,2559,1007,870,1323,1373,96.4,870,439,431,101.9,3128,302,2607,50,8,0,0,0,0,8,0,0,0,0,0,2,6,0,0,0,0,0,455,0,26,0,276,0,0,1501,1501,0,0,0,1929,1761,50,0,8,0,0,110,84,26
ZCTA5 78942,4733,1353,783,1020,824,753,553,2630,1367,416,1073,243,5729,1316,4733,53,679,210,153,644,478,46,143,491,811,443,228,354,1,3442,2463,979,2.8,2.46,163,973,1183,1123,9746,4900,4846,101.1,581,398,640,563,727,1184,1177,1198,755,755,1061,541,166,41.4,2005,8019,7741,7403,2326,1768,3947,3794,104,1768,924,844,109.5,8687,1059,6928,1205,240,3,0,0,0,67,0,62,0,0,0,0,5,0,0,0,0,0,247,90,53,0,847,0,0,3277,3139,0,0,138,6469,4987,1190,3,67,0,0,222,147,75
ZCTA5 78943,159,147,12,0,0,0,173,14,70,0,0,0,84,0,159,0,0,0,0,12,0,0,0,0,70,0,77,0,0,178,96,82,1.36,2.11,87,0,91,0,304,100,204,49,0,0,14,0,0,0,12,147,87,21,0,23,0,50.7,14,290,290,290,23,23,86,204,42.2,23,9,14,64.3,304,0,113,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,234,234,0,0,0,70,26,44,0,0,0,0,0,0,0
ZCTA5 78944,297,196,11,36,28,26,23,137,150,40,183,24,534,207,297,31,124,21,10,19,5,1,22,28,15,9,1,11,0,286,283,3,2.34,5,3,37,163,83,676,299,377,79.3,0,23,32,29,28,37,36,51,139,64,114,111,12,58.7,71,618,605,592,283,237,258,347,74.4,237,122,115,106.1,661,15,575,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,1,0,0,23,8,0,15,0,653,560,78,0,0,0,0,15,1,14
ZCTA5 78945,4666,1263,777,890,675,1061,377,3282,1387,472,1609,453,7203,2062,4666,142,400,625,132,778,422,58,246,197,905,255,343,163,2,4237,3321,916,2.67,1.79,252,1117,1843,1025,10718,5227,5491,95.2,459,815,435,594,427,1098,1149,1134,880,947,1593,801,386,48,2026,8921,8692,8293,3358,2780,4170,4522,92.2,2780,1270,1510,84.1,10163,555,9077,574,17,0,0,0,0,46,4,17,0,0,4,0,21,0,0,0,0,0,449,54,79,30,306,0,0,2278,2229,0,0,49,8440,7542,574,17,46,0,33,228,48,180
ZCTA5 78946,470,69,75,70,19,237,29,362,219,49,46,22,698,68,470,0,17,158,0,23,73,4,50,0,111,0,2,32,0,437,257,180,2.3,1.89,6,31,250,150,931,490,441,111.1,0,39,36,63,43,204,73,108,54,49,174,41,47,47.1,98,856,833,793,299,262,467,366,127.6,262,138,124,111.3,924,7,465,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,924,465,459,0,0,0,0,0,0,0
